ID,orig,dest,polyline
3360,30,49,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaM@W~Bb@dBZNDEdEBr@BV
3361,30,50,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qAqH
3362,30,51,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BOm@X]JQBQDEXsAr@YFEFW?Mi@uEt@iCfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bz@gDT}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@JYHUIEoAy@s@m@q@{@a@g@UImAaBk@s@
3363,30,52,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@_DhAPbA
3364,30,53,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtC{CjAmAd@Lx@BL
3365,30,54,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAIaBiACaAAq@Im@W{@m@_B}A_B~DcAdCXLFB
3366,30,55,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@m@}@MTy@rAyAfCIn@eAxM}Ds@iPuCqASE@QLESSiAKk@[cB
3367,30,56,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BOm@X]JQBQDEXsAr@YFEFW?Mi@uEt@iCfAaEbAkDh@cBb@o@r@m@Lb@JL`@Hl@Z\ZZf@n@rA^v@vCdFPQlAmA{@oB\_@BI?KYo@vB{GBOAQIQIKIETaA`@{@N_@Bc@AOFGn@kB@Ot@_CfAuEr@f@JEDEbAaDPe@rAdAfBjAVJT?^?t@JNcCTmA\sDRaALa@Ta@
3368,30,57,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@tA_CVMlBcDq@cA_@q@AQAa@DE|AgCp@iA^k@p@z@NR
3369,30,58,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKaI|CcK|DgBp@kA{Gy@uEmBwKI@AEYuAUFa@PZnBZ`Bc@Ru@aEw@oEqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Da@Lc@\i@^Y@F]TCCRYh@Q
3370,30,59,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEBa@Lf@\r@j@x@l@j@l@b@dA`@LD
3371,30,60,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKaI|CcK|DgBp@kA{Gy@uEmBwKI@AEYuAUFa@PZnBZ`Bc@Ru@aEw@oEqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@RWJAFADQPCFNd@D??IO[IWKk@Iw@C{@BwAEAEh@BF^DM]E[?k@@O@MJSGYADENY|@G\?P
3372,30,61,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHy@mE
3373,30,62,yjkaGlv~pLR\JJVh@GBS\mBpDoDjG{AtCaBoBkEyE_EaEu@~AwCfG_AnB{A~C]x@O`A
3374,30,63,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDiA{AY]t@sA_GsHqE}Fn@eAjCmEjD}FKMHKNYUUCIY}@@??A@A?CAIECA?A?FWMOIKJKQeA_AqFpAk@^[pBoBjAoAfAuA{AeCJMhAwA~AsBvAcBLSRgADYFMJ_@Tw@s@sA_@w@_AcD{@wCSi@q@iAg@q@eB}Bh@y@z@wDiA}AiCqDQa@MMMKeD_AfAkIVgBd@mDFi@B[p@cLHSB[F]Ti@DGdAs@Dq@HW]BcARyDF^wC
3375,30,64,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@q@cBgAsC`AeA~CgDd@e@Z{@hCsI`@s@h@aA
3376,30,65,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOEEBMH_@JYLUh@yARQ^cA|@yBr@qBj@uAjBmFlBsFb@kAx@cChAaDbAwC~BwGb@eAvCwG
3377,30,66,yjkaGlv~pLR\JJVh@bAbCHTPx@Fr@A~D?lDFjALnCRdAr@fBd@nADX^j@x@tAT~@HxALxCBnBAlFBpBTxDBZGF?F?vAMz@Sj@Q^k@b@{BvAOXGEWEQ@uBXgARSFe@PyAr@m@b@YTiArAcAtAeB|BQPaAb@q@Nm@@o@AgAC}@G_BYwA_@yC}@a@Ik@C_F|@YH_B\m@`@SZ{@jB{BxEyBxE{@tBcAfC{AbEe@~@g@~@i@t@s@x@u@l@eCdB`@z@Xl@h@|@`BxBd@p@FNJn@En@{@bFqBbLI@S|@?FO\_@d@sCpDiAlAI_AIu@UaA{AaEFE
3378,30,67,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcA`@}CpAf@xBr@xC
3379,30,68,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|GcGrLiBlD
3380,30,69,yjkaGlv~pLR\JJVh@bAbCHTPx@Fr@A~D?lDFjALnCRdAr@fBd@nADX^j@x@tAT~@HxALxCBnBAlFBpBTxDBZGF?F?vAMz@Sj@Q^k@b@{BvAOXGEWEQ@uBXgARSFe@PyAr@m@b@YTiArAcAtAeB|BQPaAb@q@Nm@@o@AgAC}@G_BYwA_@iBg@i@`Fg@`FInBA\?XkFqAYqB_@BS@Hl@
3381,30,70,yjkaGlv~pLR\JJVh@GBS\mBpDoDjG{AtCaBoBkEyE_EaEu@~AwCfG_AnB{A~C]x@QdAWxDA`AeBaAkCkB{@cAu@aAi@i@eAcAOQ]o@y@gBMSOKaE~Am@TqChA_Ab@s@Vu@D_B?kA?i@G[nFWzEkBUsHcAa@EOA_AOu@OaB[gFc@yE[mAOOIAX@T@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@{@rAcAdAyA`AuAl@UD_F`A]D}Jp@qAFSDQB}@HcDJeC@cE?o@I}EScBEy@@mAJq@NkCr@sAd@gAh@u@d@e@^]^MJg@fAUl@WtASfBGbACbDLtCJvCG~AQhBQMG?G@WH_B^y@Za@DMZMIyFkEBOFWFC
3382,30,71,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIiLdOaDbEoDxEsQrUwH~J_DyEiAqAQK}IiDy@`G
3383,30,72,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKkCeCiCeCeAaAMZo@|AOZHJBB?DELOb@TL|BxBz@r@j@Z^Lt@NrAVbC\L@?R?HB\HZP\PZFZc@|MEpBC|AQpAQh@]n@KR
3384,30,73,yjkaGlv~pLR\JJVh@GBS\mBpDoDjG{AtCaBoBkEyE_EaEu@~AwCfG_AnB{A~C]x@QdAWxDA`AeBaAkCkB{@cAu@aAi@i@eAcAOQ]o@y@gBMSOKaE~Am@TqChA_Ab@s@Vu@D_B?kA?i@G[nFWzEkBUsHcAa@EOA_AOu@OaB[gFc@yE[mAOOIAX@T@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@{@rAcAdAyA`AuAl@UD_F`A]D}Jp@qAFSDQB}@HcDJeC@cE?o@I}EScBEy@@mAJq@NkCr@sAd@gAh@u@d@e@^]^MJg@fAUl@WtASfBGbACbDLtCJvCG~AQhBQMG?G@WHSYwAgATm@gDkCcAu@iBwAcDiCeAu@OEJlA\lDe@j@
3385,30,74,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|GcGrLkD|GkBvDiEdImBnDy@fBeAnCsA~DgAfEeCnJUXiA`BIT_FtGiEvFUd@{AzHc@`CKZAB
3386,30,75,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|G
3387,30,76,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|GcGrLkD|GaDnG
3388,30,77,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKmJ_JaLqKu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{FlTQp@In@INMl@IZSb@IHeA~@]RuDxBSJKNQ^y@dAmE~DmCdCwPcK|@uDPq@
3389,30,78,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKmJ_JaLqKu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?f@gAbPsArSi@hImCa@e@hBGXMRMh@_AnD]vAEHoBhC_AnAoCz@qFfBaAXuAVk@Bc@GGVkAbD_CdJ{FlTGR
3390,30,79,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIiLdOaDbEoDxEwPpT
3391,30,80,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~A]l@KRu@kB}@_CqAiDyAqDy@wBwBgF
3392,30,81,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCuAj@aAb@UcA_@eCs@qDKq@MMIo@qAqHkBgKiBkKwFu[qBmL{AmI_@uBA[eBaNWwB?a@?oBXaMFkBB_CEqAGsA
3393,30,82,yjkaGlv~pLR\JJVh@bAbCHTPx@Fr@A~D?lDFjALnCRdAr@fBd@nADX^j@x@tAT~@HxALxCBnBAlFBpBTxDBZGF?F?vAMz@Sj@Q^k@b@{BvA_@n@QXQd@G^WdCSlAMd@?B
3394,30,83,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BOm@X]JQBQDEXsAr@YFEFW?Mi@uEt@iCfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bz@gDT}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@^aALg@Jc@\i@Xk@\gAn@qA^{AXaALq@VgAPk@Fa@B]Ni@N]T_AJwBGaCO}@Wo@I]Qi@S_AUy@Qe@Wc@_@m@Wm@Qc@[a@USEU?AIMNU\k@`AeBh@y@FMPSdAy@pGgFtNeLbCmBlEmD
3395,30,84,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKkCeCiCeCeAaAMZo@|AOZHJBB?DELOb@?JQxCgCa@oGy@ReDJ{A@IdBZ
3396,30,85,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BOm@X]JQBQDEXsAr@YFEFW?Mi@uEt@iCfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bz@gDT}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@^aALg@Jc@\i@Xk@\gAn@qA^{AXaALq@VgAPk@Fa@B]Ni@N]T_AJwBGaCO}@Wo@I]Qi@S_AUy@Qe@Wc@_@m@Wm@Qc@[a@USEU?AIMNU\k@`AeBh@y@FMPSdAy@xD{Ch@a@FU?WA[c@_AOa@F[N{@?ODa@t@iGn@oFFg@sBiA}BkAHw@r@iG`AgIr@_Gn@qFl@gFBUHUZ}Be@W{@Bq@?uBBG?
3397,30,86,yjkaGlv~pLR\JJVh@bAbCHTPx@Fr@A~D?lDFjALnCRdAr@fBd@nADX^j@x@tAT~@HxALxCBnBAlFBpBHtAkB^g@DKCGIIO
3398,30,87,yjkaGlv~pLR\JJVh@GBS\mBpDoDjG{AtCaBoBkEyE_EaEu@~AwCfG_AnB{A~C]x@QdAWxDA`AeBaAkCkB{@cAu@aAi@i@eAcAOQ]o@y@gBMSOKaE~Am@TqChA_Ab@s@Vu@D_B?kA?i@G[nFWzEkBUsHcAa@EOA_AOu@OaB[gFc@yE[mAOOIAX@T@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@{@rAcAdAyA`AuAl@UD_F`A]D}Jp@qAFSDQBGYY@yCJyEFyA?oAAuDOuBIoAA_AD
3399,30,88,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlH{@dB{Ag@EhACFMJwJyEeCiAuDkB}FkCwEyBsBeAoBhCmGfIiLdOs@~@
3400,30,89,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~AiAvB}G`NwDlHeD|GcGrLkD|GkBvDiEdImBnDy@fBeAnCsA~DgAfEeCnJUXiA`BIT_FtGiEvFUd@{AzHc@`CKZ_@d@SNWHm@NGDSEk@OWM_@Ge@K}@M{ASe@B[DQJ]^[p@u@`BONWRc@RiD|@c@@gESUA
3401,30,90,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEm@ToOhGCQAY}I{_@mHg[a@iBOe@MwACmA@wCCwBIq@Om@Wi@]g@[Uc@Su@MkEi@YCMSAYEKmJ_JaLqKu@s@KEMCEQcB{Ay@lBCAUNi@lAgBhEGR@LJJRZHf@Ad@Qd@WTUDE?@F@BM?MABL@z@IrAgC[sCg@?j@
3402,30,91,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BaAgDcAeDeAaDuA_FmB_HiCuIeDsK_@cAYk@uBqCCUiCcDi@u@cA|AW^a@v@SLg@V{FzB}HzCiDzA}CfAuHtCuHvCgAd@aBf@cLjEaQ`HcGbCoAj@q@^w@j@u@v@iA~A]l@KRu@kB}@_CqAiDyAqDy@wBoCsGSSKCcHiAeB]UAIXAd@EL[jAiAlEYSGAK?EBmBdC
3403,30,92,yjkaGlv~pLR\JJVh@GBS\mBpDv@~@VHhANt@@\IBA?[Gs@Qy@mAyCWi@?K?Kg@qBiCqIgBiHiA{E[}@uAqEe@eBs@}BaBqFg@{BOm@X]JQBQDEXsAr@YFEFW?Mi@uEt@iCfAaEbAkDh@cBb@o@r@m@I]EGSg@SaAAm@Dw@UYLKmAqB]c@]s@KSIKLIBEBGLYj@m@b@YTUH[Lg@Lc@j@gBFKDUZ_Bz@gDT}ARg@Va@Xa@HWJg@L_@PUZ[R[Rw@J[\k@Zy@Vg@b@e@^aALg@Jc@\i@Xk@\gAn@qA^{AXaALq@VgAPk@Fa@B]Ni@N]T_AJwBGaCO}@Wo@I]Qi@S_AUy@Qe@Wc@_@m@Wm@Qc@[a@USEU?AIMNU\k@`AeBh@y@FMPSdAy@xD{Ch@a@FU?WA[c@_AOa@F[N{@?ODa@t@iGn@oFFg@sBiA}BkAHw@r@iG`AgIr@_Gn@qFl@gFBUHUZ}BPqCDYEUJgApCANE^w@|@sBb@}@zA{D~@cCBFD?HIJATDXw@d@Ap@?[AAW?eACEY@G??Bn@?r@{@`@AnACP?\i@v@g@XSHOPy@DUDiACe@]eBUi@g@s@{@o@C{@tADl@AjAAt@i@~BoBd@m@Xq@Jo@Bg@K_AEa@BSPc@HUDUAOGgA@e@TkBNc@d@eBTe@V[FGAUFEFGXKVANBPAVOJEHM`@kAjG_TXOh@QBCpDoLDDFJFLFZx@]RGJ@\b@PXNn@Pt@NOr@}@V{@@I^mATs@H[Sy@CWTwAFe@AQXaA\cAAKGMAKzA{HBGVE`IOzBKj@IBLNf@L\APKZbDbEV\NP~DzE
